input,label
王命諸侯，名位不同，禮亦異數，不以禮假人。,001301313000130000000
虢公、晉侯、鄭伯使原莊公逆王后于陳。,130130130123013000
陳嬀歸于京師，實惠后。,13001300130
夏，公追戎于濟西。,000000130
不書其來，諱之也。,000000000
秋，有，爲災也。,00000000
初，楚武王克權，使鬬緡尹之，以叛，圍而殺之。,0012300001300000000000
遷權於那處，使閻敖尹之。,000130013000
及文王卽位，與巴人伐申，而驚其師。,01313001300000000
巴人叛楚而伐那處，取之，遂門于楚。,13000013000000000
閻敖游涌而逸。,1300000
楚子殺之。,13000
其族爲亂。,00000
冬，巴人因之以伐楚。,0013000000
,
十九年春，楚子。,12300130
敗黃師于踖陵。,0130130
還，及湫，有疾。,00000000
夏六月庚申，卒。,01313000
鬻拳葬諸夕室。,1300130
亦自殺也，而葬於絰皇。,01300000130
初，鬻拳强諫楚子。,001313130
楚子弗從。,13000
臨之以兵，懼而從之。,0000000000
鬻拳曰：“吾懼君以兵，罪莫大焉。”,13000000000000000
遂自刖也。,01300
楚人以爲大閽，謂之大伯。,130013000130
使其後掌之。,000000
君子曰：“鬻拳可謂愛君矣：諫以自納于刑，刑猶不忘納君於善。”,130001300000000000000000000000
初，王姚嬖于莊王，生子頹。,0013001300130
子頹有寵，蔿國爲之師。,13000130000
及惠王卽位，取蔿國之圃以爲囿。,013130013000000
邊伯之宫近於王宫，王取之。,1300131300000
王奪子禽祝跪與詹父田，而收膳夫之秩，故蔿國、邊伯、石速、詹父、子禽祝跪作亂，因蘇氏。,001223013000013000013013013013012230000130
秋，五大夫奉子頹以伐王，不克，出奔溫。,0001301300000001300
蘇子奉子頹以奔衞。,130130000
衞師、燕師伐周。,13013000
冬，立子頹。,000130
,
二十年春，鄭伯和王室，不克。,12300130130000
執燕仲父。,01230
夏，鄭伯遂以王歸。,001300000
王處于櫟。,00000
秋，王及鄭伯入于鄔。,0000130000
遂入成周，取其寶器而還。,001300013000
冬，王子頹享五大夫，樂及徧舞。,001230013000130
鄭伯聞之，見虢叔曰：“寡人聞之：哀樂失時，殃咎必至。今王子頹歌舞不倦，樂禍也。夫司寇行戮，君爲之不舉，而況敢樂禍乎？奸王之位，禍孰大焉？臨禍忘憂，憂必及之。盍納王乎！”,130000130001300013000130000123130000000013130000130000000000000000000000000000000000
虢公曰：“寡人之願也。”,130001300000
,
二十一年春，胥命于弭。春，同伐王城。,122300130000000130
鄭伯將王自圉門入。,130001300
虢叔自北門入。,1301300
殺王子頹及五大夫。,012300130
鄭伯享王於闕西辟，樂備。,130001230000
王與之武公之略，自虎牢以東。,00013000013130
原伯曰：“鄭伯效尤，其亦將有咎！”,13000131300000000
五月，鄭厲公卒。,13012300
王巡虢守，虢公爲王宫于玤，王與之酒泉。,0000013000000000130
鄭伯之享王也，王以后之鞶鑑予之。,1300000000013000
虢公請器，王予之爵。,1300000000
鄭伯由是始惡于王。,130000000
冬，王歸自虢。,0000000
,
二十二年春，陳人殺其大子御寇。,122300130013130
陳公子完與顓孫奔齊。,0123013000
顓孫自齊來奔。,1300000
齊侯使敬仲爲卿。,13013000
辭曰：“羈旅之臣幸若獲宥，及於寬政，赦其不閑於教訓，而免於罪戾，弛於負擔，君之惠也。所獲多矣，敢辱高位以速官謗？請以死告。詩曰：‘翹翹車乘，招我以弓。豈不欲往？畏我友朋。’”,000013000000000130000001300001300000000000000000013001300000000001313000000000000013000
使爲工正。,00130
飲桓公酒，樂。,0130000
公曰：“以火繼之。”,0000000000
辭曰：“臣卜其晝，未卜其夜，不敢。”,000000000000000000
君子曰：“酒以成禮，不繼以淫，義也；以君成禮，弗納于淫，仁也。”,13000001300000000000130000000000
初，懿氏卜妻敬仲。,001300130
其妻占之，曰：“吉。是謂‘鳳皇于飛，和鳴鏘鏘。有嬀之後，將育于姜。五世其昌，並于正卿。八世之後，莫之與京’。”,0000000000000130001313013000000000000000130000000000000
陳厲公，蔡出也，故蔡人殺五父而立之。,123000000130000000
生敬仲。,0130
其少也，周史有以周易見陳侯者，陳侯使筮之，遇觀之否，曰：“是謂‘觀國之光，利用賓于王’。此其代陳有國乎？不在此，其在異國；非此其身，在其子孫。光，遠而自他有耀者也。坤，土也；巽，風也；乾，天也；風爲天，於土上，山也。有山之材，而照之以天光，於是乎居土上，故曰‘觀國之光，利用賓于王’。庭實旅百，奉之以玉帛，天地之美具焉，故曰‘利用賓于王’。猶有觀焉，故曰其在後乎！風行而著於土，故曰其在異國乎！若在異國，必姜姓也。姜，大嶽之後也。山嶽則配天。物莫能兩大。陳衰，此其昌乎！”,00001300130130013000000000000000000000130000000000000000001300000000130000000000000000000000000000000000000000000000013000000000000000001300000000000013013000000001300000000000000000000000000001300001300130000130000000000000000000000000
及陳之初亡也，陳桓子始大於齊；其後亡也，成子得政。,0001300123000000000013000
,
二十三年夏，公如齊觀社，非禮也。,1223000000000000
曹劌諫曰：“不可。夫禮，所以整民也。故會以訓上下之則，制財用之節；朝以正班爵之義，帥長幼之序；征伐以討其不然。諸侯有王，王有巡守，以大習之。非是，君不舉矣。君舉必書。書而不法，後嗣何觀？”,1300000000001300000000130000130000001300001300013000000130000013001300000013000000000130130000
晉桓、莊之族偪，獻公患之。,1300000013000
士蔿曰：“去富子，則羣公子可謀也已。”,1300001300123001300
公曰：“爾試其事。”,0000000000
士蔿與羣公子謀，譖富子而去之。,130123000130000
秋，丹桓宫之楹。,00013000
,
二十四年春，刻其桷，皆非禮也。,122300000000000
御孫諫曰：“臣聞之：‘儉，德之共也；侈，惡之大也。’先君有共德，而君納諸大惡，無乃不可乎？”,1300000000000000000000000013013000001301300000
秋，哀姜至，公使宗婦覿，用幣，非禮也。,0013000013000000000
御孫諫曰：“男贄，大者玉帛，小者禽鳥，以章物也。女贄，不過榛、栗、棗、脩，以告虔也。今男女同贄，是無别也。男女之别，國之大節也；而由夫人亂之，無乃不可乎？”,130000000131301313000000000130000000000000013130000001300000130000130001300000
晉士蔿又與羣公子謀，使殺游氏之二子。,013001230000130000
士蔿告晉侯曰：“可矣。不過二年，君必無患。”,1301300000000000000000
,
二十五年春，陳女叔來聘，始結陳好也。,122300013000000000
嘉之，故不名。,0000000
夏六月辛未，朔，日有食之，鼓，用牲于社，非禮也。,013130000000000000000000
唯正月之朔，慝未作，日有食之，於是乎用幣于社，伐鼓于朝。,0130000000000000000000000000
秋，大水，鼓，用牲于社、于門，亦非常也。,00130000000000000000
凡天災，有幣、無牲。,0130000000
非日月之眚不鼓。,01300000
晉士蔿使羣公子盡殺游氏之族，乃城聚而處之。,013012300130000000000
冬，晉侯圍聚，盡殺羣公子。,0013000001230
,
二十六年春，晉士蔿爲大司空。,12230001301230
夏，士蔿城絳，以深其宫。,001300000000
秋，虢人侵晉。,0013000
冬，虢人又侵晉。,00130000
,
二十七年春，公會杞伯姬于洮，非事也。,122300001230000000
天子非展義不巡守，諸侯非民事不舉，卿非君命不越竟。,1300001301301313000130000
夏，同盟于幽，陳、鄭服也。,0013000000000
秋，公子友如陳葬原仲，非禮也。,001230001300000
原仲，季友之舊也。,130130000
冬，杞伯姬來，歸寧也。,00123001300
凡諸侯之女，歸寧曰來，出曰來歸；夫人歸寧曰如某，出曰歸于某。,013000130000013013130000000000
晉侯將伐虢。,130000
士蔿曰：“不可。虢公驕，若驟得勝於我，必棄其民。無衆而後伐之，欲禦我，誰與？夫禮、樂、慈、愛，戰所畜也。夫民，讓事、樂和、愛親、哀喪，而後可用也。虢弗畜也，亟戰，將飢。”,1300000013000013000000000000000000000000000000000000000130130130130000000000000000000
王使召伯廖賜齊侯命，且請伐衞，以其立子頹也。,0012301300000000001300
,
二十八年春，齊侯伐衞，戰，敗衞師，數之以王命，取賂而還。,1223001300000013000013000000
晉獻公娶於賈，無子。,1230000000
烝於齊姜，生秦穆夫人及大子申生。,0013001223013130
又娶二女於戎，大戎狐姬生重耳，小戎子生夷吾。,0000000122301301230130
晉伐驪戎，驪戎男女以驪姬，歸，生奚齊，其娣生卓子。,0013012300130000130000130
驪姬嬖，欲立其子，賂外嬖梁五與東關嬖五，使言於公曰：“曲沃，君之宗也；蒲與二屈，君之疆也；不可以無主。宗邑無主，則民不威；疆埸無主，則啟戎心；戎之生心，民慢其政，國之患也。若使大子主曲沃，而重耳、夷吾主蒲與屈，則可以威民而懼戎，且旌君伐。”,130000000013130122300000000130000000013000000013000130000000013000001300013000000000000013013001301300000013000000000000
使俱曰：“狄之廣莫，於晉爲都。晉之啟土，不亦宜乎！”,00000001300000000130130000
晉侯説之。夏，使大子居曲沃，重耳居蒲城，夷吾居屈。羣公子皆鄙。,1300000013013013013013000013000
唯二姬之子在絳。,00000000
二五卒與驪姬譖羣公子而立奚齊，晉人謂之二五耦。,13001300130013013001300
楚令尹子元欲蠱文夫人，爲館於其宫側，而振萬焉。,01313001230000013001300
夫人聞之，泣曰：“先君以是舞也，習戎備也。今令尹不尋諸仇讐，而於未亡人之側，不亦異乎！”,13000000013000000130001300013000013000000000
御人以告子元。,1300130
子元曰：“婦人不忘襲讐，我反忘之！”,130001300000000000
秋，子元以車六百乘伐鄭，入于桔柣之門。,0013001300000013000
子元、鬬御彊、鬬梧、耿之不比爲旆，鬬班、王孫游、王孫喜殿。,13012301301223000130123012300
衆車入自純門，及逵市。,13001300130
縣門不發。,13000
楚言而出。,13000
子元曰：“鄭有人焉。”,13000000000
諸侯救鄭。,13000
楚師夜遁。,13000
鄭人將奔桐丘，諜告曰：“楚幕有烏。”,130013000000130000
乃止。,000
冬，飢，臧孫辰告糴于齊，禮也。,000012313000000
築郿，非都也。,0000000
凡邑，有宗廟先君之主曰都，無曰邑。,00001313000000000
邑曰築，都曰城。,00000000
,
二十九年春，新作延廐，書，不時也。,12230013130000000
凡馬，日中而出，日中而入。,0001300013000
夏，鄭人侵許。,0013000
凡師，有鍾鼓曰伐，無曰侵，輕曰襲。,00001300000000000
秋，有蜚，爲災也。,000000000
凡物，不爲災，不書。,0000000000
冬十二月，城諸及防，書，時也。,012300000000000
凡土功，龍見而畢務，戒事也；火見而致用，水昏正而栽，日至而畢。,0130000000000000013013000013000
樊皮叛王。,13000
,
三十年春，王命虢公伐樊皮。,1230000130130
夏四月丙辰，虢公入樊，執樊仲皮，歸于京師。,013130130000123000130
楚公子元歸自伐鄭，而處王宫。,01230000000130
鬬射師諫，則執而梏之。,12300000000
秋，申公鬬班殺子元。,0012230130
鬬穀於菟爲令尹，自毁其家，以紓楚國之難。,12230130130000013000
冬，遇于魯濟，謀山戎也。,000013001300
以其病燕故也。,0000000
,
三十一年夏六月，齊侯來獻戎捷，非禮也。,1223013013001300000
凡諸侯有四夷之功，則獻于王，王以警于夷；中國則否。,0130130000000000000013000
諸侯不相遺俘。,1300000
,
三十二年春，城小穀，爲管仲也。,122300013001300
齊侯爲楚伐鄭之故，請會于諸侯。,130000000130130
宋公請先見于齊侯。,130000130
夏，遇于梁丘。,0000130
秋七月，有神降于莘。,0130130000
惠王問諸内史過曰：“是何故也？”,1300123000000000
對曰：“國之將興，明神降之，監其德也；將亡，神又降之，觀其惡也。故有得神以興，亦有以亡，虞、夏、商、周皆有之。”,00000000013000000000000000000000000000000000000000000000
王曰：“若之何？”,000000000
對曰：“以其物享焉。其至之日，亦其物也。”,000000000000000000000
王從之。,0000
内史過往，聞虢請命，反曰：“虢必亡矣。虐而聽於神。”,12300001300000000000000000
神居莘六月。,000000
虢公使祝應、宗區、史嚚享焉。,13013013013000
神賜之土田。,000130
史嚚曰：“虢其亡乎！吾聞之；國將興，聽於民；將亡，聽於神。神，聰明正直而壹者也，依人而行。虢多涼德，其何土之能得？”,1300000000000000000000000000000131301300000000013000000000
初，公築臺，臨黨氏，見孟任，從之。,00000001300130000
閟。,00
而以夫人言，許之，割臂盟公。,00130000000000
生子般焉。,01300
雩，講于梁氏，女公子觀之。,0000130013000
圉人犖自牆外與之戲。,1230130000
子般怒，使鞭之。,13000000
公曰：“不如殺之，是不可鞭。犖有力焉，能投蓋于稷門。”,000013000013000000000001300
公疾，問後於叔牙。,000000130
對曰：“慶父材。”,000013000
問於季友。,00130
對曰：“臣以死奉般。”,00000000000
公曰：“鄉者牙曰‘慶父材’。”,000013000130000
成季使以君命命僖叔，待于鍼巫氏，使鍼季酖之。,1300130130001230013000
曰：“飲此，則有後於魯國；不然，死且無後。”,0000000130130000001300
飲之，歸，及逵泉而卒。,00000013000
立叔孫氏。,01230
八月癸亥，公薨于路寢。,13130000130
子般卽位，次于黨氏。,1313000130
冬十月己未，共仲使圉人犖賊子般于黨氏。,0131301301230130130
成季奔陳。,13000
立閔公。,0130
,
春秋左傳閔公,131313
,
元年春，不書卽位，亂故也。,1300001300000
狄人伐邢。,13000
管敬仲言於齊侯曰：“戎狄豺狼，不可厭也；諸夏親暱，不可棄也。宴安酖毒，不可懷也。詩云：‘豈不懷歸？畏此簡書。’簡書，同惡相恤之謂也。請救邢以從簡書。”,123001300013130130001313013000131301300000000000000130013013130000000001300
齊人救邢。,13000
夏六月，葬莊公。,01300130
亂故，是以緩。,0000000
秋八月，公及齊侯盟于落姑，請復季友也。,0130001300130001300
齊侯許之，使召諸陳，公次于郎以待之。,130000000000000000
“季子來歸”，嘉之也。,01300000000
冬，齊仲孫湫來省難，書曰“仲孫”，亦嘉之也。,0012230000000130000000
仲孫歸，曰：“不去慶父，魯難未已。”,130000000130130000
公曰：“若之何而去之？”,000000000000
對曰：“難不已，將自斃，君其待之！”,000000000130000000
公曰：“魯可取乎？”,0000000000
對曰：“不可。猶秉周禮。周禮，所以本也。臣聞之：‘國將亡，本必先顛，而後枝葉從之。’魯不棄周禮，未可動也。君其務寧魯難而親之。親有禮，因重固，間携貳，覆昏亂，霸王之器也。”,00000000013013013000000000000000000013000000013000000000013000000000130000001301300000
晉侯作二軍，公將上軍，大子申生將下軍。,1300000013013130130
趙夙御戎，畢萬爲右，以滅耿、滅霍、滅魏。,13000130000000000000
還，爲大子城曲沃，賜趙夙耿，賜畢萬魏，以爲大夫。,000130130012300123000130
士蔿曰：“大子不得立矣。分之都城，而位以卿，先爲之極，又焉得立？不如逃之，無使罪至。爲吴大伯，不亦可乎？猶有令名，與其及也。且諺曰：‘心苟無瑕，何恤乎無家。’天若祚大子，其無晉乎？”,1300013130000013000000000000000013000000000013000000001300000000000000000000000000130000000
卜偃曰：“畢萬之後必大。萬，盈數也；魏，大名也。以是始賞，天啟之矣。天子曰兆民，諸侯曰萬民。今名之大，以從盈數，其必有衆。”,13000130000000130000130000000000001301301301300000000130000000
初，畢萬筮仕於晉，遇屯之比。,00130000001230
辛廖占之，曰：“吉。屯固、比入，吉孰大焉？其必蕃昌。震爲土，車從馬，足居之，兄長之，母覆之，衆歸之，六體不易，合而能固，安而能殺，公侯之卦也。公侯之子孫，必復其始。”,13000000000000000000000130000000000000000000000000000000000000000130000130130000000
,
二年春，虢公敗犬戎于渭汭。,1300130130130
舟之僑曰：“無德而祿，殃也。殃將至矣。”,12300000000000000000
遂奔晉。,0000
夏，吉禘于莊公。,00130130
速也。,000
初，公傅奪卜齮田，公不禁。,0013013000130
秋八月辛丑，共仲使卜齮賊公于武闈。,01313013013000130
成季以僖公適邾。,13013000
共仲奔莒。,13000
乃入，立之。,000000
以賂求共仲于莒，莒人歸之。,0001300013000
及密，使公子魚請。,000012300
不許，哭而往。,0000000
共仲曰：“奚斯之聲也。”,130001300000
乃縊。,000
閔公，哀姜之娣叔姜之子也，故齊人立之。,1301300130000013000
共仲通於哀姜，哀姜欲立之。,1300130130000
閔公之死也，哀姜與知之，故孫于邾。,13000013130000000
齊人取而殺之于夷，以其尸歸，僖公請而葬之。,130000000000001300000
成季之將生也，桓公使卜楚丘之父卜之，曰：“男也，其名曰友，在公之右；間于兩社，爲公室輔。季氏亡，則魯不昌。”,130000013012300000000000000000000000000013001300000000
又筮之，遇大有之乾。,0000013000
曰：“同復于父，敬如君所。”,00013000000000
及生，有文在其手曰“友”，遂以命之。,000000000000000000
冬十有二月，狄人伐衞。,01223013000
衞懿公好鶴，鶴有乘軒者。,123000000000
將戰，國人受甲者皆曰：“使鶴！鶴實有祿位，余焉能戰？”,000130000000000000130000000
公與石祁子玦，與寧莊子矢，使守，曰：“以此贊國，擇利而爲之。”,0012300012300000000000000000000
與夫人繡衣，曰：“聽於二子！”,013130000000000
渠孔御戎，子伯爲右；黃夷前驅，孔嬰齊殿。,13130130001313012300
及狄人戰于熒澤，衞師敗績，遂滅衞。,01300130131300000
衞侯不去其旗，是以甚敗。,130000000000
狄人囚史華龍滑與禮孔，以逐衞人。,1300123013000130
二人曰：“我，大史也，實掌其祭。不先，國不可得也。”,00000001300000000000130000
乃先之。,0000
至，則告守曰：“不可待也。”,00000000130000
夜與國人出。,001300
狄入衞，遂從之，又敗諸河。,0000000000000
初，惠公之卽位也少，齊人使昭伯烝於宣姜，不可，强之。,00130130001301300130000000
生齊子、戴公、文公、宋桓夫人、許穆夫人。文公爲衞之多患也，先適齊。,013013013012230122301300000000000
及敗，宋桓公逆諸河，霄濟。衞之遺民男女七百有三十人，益之以共、滕之民爲五千人。,000123000000000131313013000000000001300
立戴公以廬于曹。,01300000
許穆夫人賦載馳。,12230130
齊侯使公子無虧帥車三百乘、甲士三千人以戍曹。,1301223001300131300000
歸公乘馬、祭服五稱，牛、羊、豕、雞、狗皆三百與門材。,00130130000000000000130130
歸夫人魚軒，重錦三十兩。,013130131300
鄭人惡高克，使帥師次于河上，久而弗召，師潰而歸。高克奔陳。,13013000000130000000000013000
鄭人爲之賦清人。,13000130
晉侯使大子申生伐東山臯落氏。,13013130131230
里克諫曰：“大子奉冢祀、社稷之粢盛，以朝夕視君膳者也，故曰冢子。君行則守，有守則從。從曰撫軍，守曰監國，古之制也。夫帥師，專行謀，誓軍旅，君與國政之所圖也。非大子之事也。師在制命而已，稟命則不威，專命則不孝，故君之嗣適不可以帥師。君失其官，帥師不威，將焉用之？且臣聞臯落氏將戰。君其舍之！”,1300001301301301300130000000013000000000000000000000000000000013001300013000000130000000013000000000000000013013000000000000000000000123000000000
公曰：“寡人有子，未知其誰立焉！”,00001300000000000
不對而退。,00000
見大子。,0130
大子曰：“吾其廢乎？”,13000000000
對曰：“告之以臨民，教之以軍旅，不共是懼，何故廢乎？且子懼不孝，無懼弗得立。修己而不責人，則免於難。”,000000000000013000000000000001300000000000000000000
大子帥師，公衣之偏衣，佩之金玦。,1300000013000130
狐突御戎，先友爲右。,1313013000
梁餘子養御罕夷，先丹木爲右。,12230130123000
羊舌大夫爲尉。,1223000
先友曰：“衣身之偏，握兵之要，在此行也，子其勉之！偏躬無慝，兵要遠災，親以無災，又何患焉？”,1300000000000000000000000000001300000000000000
狐突歎曰：“時，事之徵也；衣，身之章也；；佩，衷之旗也。故敬其事，則命以始；服其身，則衣之純；用其衷，則佩之度。今命以時卒，閟其事也；衣之尨服，遠其躬也；佩以金玦，棄其衷也。服以遠之，時以閟之；尨，涼；冬，殺；金，寒；玦，離；胡可恃也？雖欲勉之，狄可盡乎？”,130000000000000000000000000000000000000000000000000000000001300000000130000000013000000000000000000000000000000000000000000000000
梁餘子養曰：“帥師者，受命於廟，受脤于社，有常服矣。不獲而尨，命可知也。死而不孝，不如逃之。”,01230000000130000000001300000000000000130130000
罕夷曰：“尨奇無常，金玦不復。雖復何爲？君有心矣。”,13000130001300000000000000
先丹木曰：“是服也，狂夫阻之。曰：‘盡狄而反’，狄可盡乎？雖盡狄，猶有内讒，不如違之。”,12300000001300000000000000000000000130130000
狐突欲行。,13000
羊舌大夫曰：“不可。違命不孝，棄事不忠。雖知其寒，惡不可取。子其死之！”,122300013000130001300000001300000000
大子將戰，狐突諫曰：“不可。昔辛伯諗周桓公云：‘内寵並后，外寵二政，嬖子配嫡，大都耦國，亂之本也。’周公弗從，故及於難。今亂本成矣，立可必乎？孝而安民，子其圖之！與其危身而速罪也。”,1300013000013001301230001300013000130001300000000013000000000000000000000000000001300000000
成風聞成季之繇，乃事之，而屬僖公焉，故成季立之。,130130000000001300013000
僖之元年，齊桓公遷邢于夷儀。,00130123000130
二年，封衞于楚丘。,130000130
邢遷如歸，衞國忘亡。,0000013000
衞文公大布之衣、大帛之冠，務材、訓農，通商、惠工，敬教、勸學，授方、任能。元年，革車三十乘；季年，乃三百乘。,123130001300000000000000000000000000013013130013001300
,
春秋左傳僖公,131313
,
元年春，不稱卽位，公出故也。,13000013000000
公出復入，不書，諱之也。,000000000000
諱國惡，禮也。,0130000
諸侯救邢。,13000
邢人潰，出奔師。,13001300
師遂逐狄人，具邢器用而遷之，師無私焉。,0001300013000000000
夏，邢遷于夷儀，諸侯城之，救患也。,00000130130000000
凡侯伯，救患、分災、討罪，禮也。,0130000000000000
秋，楚人伐鄭，鄭卽齊故也。,0013000000000
盟于犖，謀救鄭也。,000000000
九月，公敗邾師于偃，虛丘之戍將歸者也。,1300013000130000000
冬，莒人來求賂，公子友敗諸酈，獲莒子之弟挐。——非卿也，嘉獲之也。,001300001230000013000013000000000
公賜季友汾陽之田及費。,00131300000
夫人氏之喪至自齊。,123000000
君子以齊人之殺哀姜也爲已甚矣，女子，從人者也。,13013001300000013000000
,
二年春，諸侯城楚丘而封衞焉。,13001301300000
不書所會，後也。,00000000
晉荀息請以屈產之乘與垂棘之璧假道於虞以伐虢。,1230013000130013000000
公曰：“是吾寶也。”,0000000000
對曰：“若得道於虞，猶外府也。”,0000000000013000
公曰：“宫之奇存焉。”,00001230000
對曰：“宫之奇之爲人也，懦而不能强諫。且少長於君，君暱之，雖諫，將不聽。”,0000123000000013130013000000000000000
乃使荀息假道於虞，曰：“冀爲不道，入自顛軨，伐鄍三門。冀之旣病，則亦唯君故。今虢爲不道，保於逆旅，以侵敝邑之南鄙。敢請假道，以請罪于虢。”,001313000000001300013000000001300000000001300013000130130001300130000
虞公許之，且請先伐虢。,13000000000
宫之奇諫，不聽，遂起師。,123000000130
夏，晉里克、荀息帥師會虞師，伐虢，滅下陽。,001230130001300000130
先書虞，賄故也。,00000000
秋，盟于貫，服江、黃也。,000000000000
齊寺人貂始漏師于多魚。,01230000130
虢公敗戎於桑田。,13000130
晉卜偃曰：“虢必亡矣。亡下陽不懼，而又有功，是天奪之鍳，而益其疾也。必易晉而不撫其民矣。不可以五稔。”,123000000000130000000000000000000000000000000130000
冬，楚人伐鄭，鬬章囚鄭聃伯。,00130001301230
,
三年春不雨，夏六月雨。,13000001300
自十月不雨至于五月。,0130000130
不曰旱，不爲災也。,000000000
秋，會于陽穀，謀伐楚也。,000013000000
齊侯爲陽穀之會來尋盟。,13013000000
冬，公子友如齊涖盟。,0012300000
楚人伐鄭，鄭伯欲成。,1300013000
孔叔不可，曰：“齊方勤我，棄德，不祥。”,13000000000000000000
齊侯與蔡姬乘舟于囿，蕩公。公懼，變色；禁之，不可。,1301300000130000000000000
公怒，歸之，未之絶也。蔡人嫁之。,0000000000013000
,
四年春，齊侯以諸侯之師侵蔡。,13001301300000
蔡潰，遂伐楚。,0000000
楚子使與師言曰：“君處北海，寡人處南海，唯是風馬牛不相及也，不虞君之涉吾地也，何故？”,1301300000013013013000013013001300000000000
管仲對曰：“昔召康公命我先君大公曰：‘五侯九伯，女實征之，以夾輔周室！’賜我先君履，東至于海，西至于河，南至于穆陵，北至于無棣。爾貢苞茅不入，王祭不共，無以縮酒，寡人是徵。昭王南征而不復，寡人是問。”,1300000123001313000131300000001313000013000000000000000130000130001300013000001301300013130000130000
對曰：“貢之不入，寡君之罪也，敢不共給？昭王之不復，君其問諸水濱！”,0000000001300000013013000000001300
師進，次于陘。,0000000
夏，楚子使屈完如師。,0013013000
師退，次于召陵。,00000130
齊侯陳諸侯之師，與屈完乘而觀之。,1301300001300000
齊侯曰：“豈不穀是爲？先君之好是繼，與不穀同好如何？”,130000130001300000013131300
對曰：“君惠徼福於敝邑之社稷，辱收寡君，寡君之願也。”,000000000130130001301300000
齊侯曰：“以此衆戰，誰能禦之？以此攻城，何城不克？”,13000001300000000000000000
對曰：“君若以德綏諸侯，誰敢不服？君若以力，楚國方城以爲城，漢水以爲池，雖衆，無所用之。”,000000000130000000000013130000130000000000000
屈完及諸侯盟。,1301300
陳轅濤塗謂鄭申侯曰：“師出於陳、鄭之間，國必甚病。若出於東方，觀兵於東夷，循海而歸，其可也。”,01230013000000000130000000001300001300000000000
申侯曰：“善。”,13000000
濤塗以告齊侯。,1300130
許之。,000
申侯見曰：“師老矣，若出於東方而遇敵，懼不可用也。若出於陳、鄭之間，共其資糧、屝屨，其可也。”,13000000000001300000000000000001300013013000000
齊侯説，與之虎牢。,130000130
執轅濤塗。,01230
秋，伐陳，討不忠也。,0000001300
許穆公卒于師，葬之以侯，禮也。,123000000000000
凡諸侯薨于朝、會，加一等；死王事，加二等。,013000000000001300000
於是有以袞斂。,0000000
冬，叔孫戴伯帥師會諸侯之師侵陳。,0012230001300000
陳成，歸轅濤塗。,00001230
初，晉獻公欲以驪姬爲夫人，卜之，不吉；筮之，吉。,001230013013000000000000
公曰：“從筮。”,00000000
卜人曰：“筮短龜長，不如從長。且其繇曰：‘專之渝，攘公之羭。一薰一蕕，十年尚猶有臭。’必不可！”,130000000013000000000000000000000000000000001300
弗聽，立之。,000000
生奚齊，其娣生卓子。,0130000130
及將立奚齊，旣與中大夫成謀，姬謂大子曰：“君夢齊姜，必速祭之！”,00013000123130001300000130000000
大子祭于曲沃，歸胙于公。,130013000000
公田，姬寘諸宫六日。,0000000000
公至，毒而獻之。,00000000
公祭之地，地墳。,00000000
與犬，犬斃。,000000
與小臣，小臣亦斃。,013013000
姬泣曰：“賊由大子。”,00000001300
大子奔新城。,130130
公殺其傅杜原款。,00001230
或謂大子：“子辭，君必辯焉。”,001300000000000
大子曰：“君非姬氏，居不安，食不飽。我辭，姬必有罪。君老矣，吾又不樂。”,130000013000000000000000000000000000
曰：“子其行乎？”,000000000
大子曰：“君實不察其罪，被此名也以出，人誰納我？”,1300000000000000000000000
十二月戊申，縊于新城。,12313000130
姬遂譖二公子曰：“皆知之。”,00001300000000
重耳奔蒲，夷吾奔屈。,1300013000
,
五年春王正月辛亥朔，日南至。,13001313000000
公旣視朔，遂登觀臺以望，而書，禮也。,000000013000000000
凡分、至、啟、閉，必書雲物，爲備故也。,0000000000013000000
晉侯使以殺大子申生之故來告。,13000131300000
初，晉侯使士蔿爲二公子築蒲與屈，不慎，寘薪焉。,00130130013000001300000
夷吾訴之。,13000
公使讓之。,00000
士蔿稽首而對曰：“臣聞之：‘無喪而慼，憂必讎焉；無戎而城，讎必保焉。’寇讎之保，又何慎焉？守官廢命，不敬；固讎之保，不忠。失忠與敬，何以事君？詩云：‘懷德惟寧，宗子惟城。’君其修德而固宗子，何城如之？三年將尋師焉，焉用甚？”,1313000000000000000000000000000000013000000000000000000000000000000000000000000013000000000013000000000000000000
退而賦曰：“狐裘尨茸，一國三公，吾誰適從？”,0000001313000000000000
及難，公使寺人披伐蒲。,00000130000
重耳曰：“君父之命不校。”,1300013000000
乃徇曰：“校者，吾讎也。”,0000000000000
踰垣而走。,00000
披斬其祛。,00000
遂出奔翟。,01300
夏，公孫茲如牟，娶焉。,00123000000
會於首止，會王大子鄭，謀寧周也。,0013001223000000
陳轅宣仲怨鄭申侯之反己於召陵，故勸之城其賜邑，曰：“美城之，大名也，子孫不忘。吾助子請。”,012300130000130000000000000000130013000000000
乃爲之請於諸侯而城之，美。遂譖諸鄭伯，曰：“美城其賜邑，將以叛也。”,0000013000000000130000000130000000
申侯由是得罪。,1300130
秋，諸侯盟。,001300
王使周公召鄭伯，曰：“吾撫女以從楚，輔之以晉，可以少安。”,00130130000000000000000130000
鄭伯喜於王命，而懼其不朝於齊也，故逃歸不盟。,1300130000000000000000
